country_id,country_name,iso3,region,created_at,updated_at
211,Tokelau,TKL,Oceania,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
212,Tonga,TON,Oceania,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
213,Trinidad and Tobago,TTO,North America,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
214,Tunisia,TUN,Africa,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
215,United States Virgin Islands,VIR,North America,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
216,Turkmenistan,TKM,Asia,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
217,Turks and Caicos Islands,TCA,North America,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
218,Tuvalu,TUV,Oceania,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
219,Uganda,UGA,Africa,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
220,Ukraine,UKR,Europe,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
221,United Arab Emirates,ARE,Asia,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
222,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
223,United Republic of Tanzania,TZA,Africa,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
224,United States of America,USA,North America,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
225,Uruguay,URY,South America,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
226,USSR,RUS,Europe,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
227,Uzbekistan,UZB,Asia,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
228,Vanuatu,VUT,Oceania,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
229,Venezuela (Bolivarian Republic of),VEN,South America,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
230,Viet Nam,VNM,Asia,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
231,Wallis and Futuna Islands,WLF,Oceania,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
232,Western Sahara,ESH,Africa,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
233,Yemen,YEM,Asia,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
234,Yugoslav SFR,SRB,Europe,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
235,Zambia,ZMB,Africa,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
236,Zimbabwe,ZWE,Africa,2025-10-16 09:54:51.746020,2025-10-16 09:54:51.746020
