fact_id,country_id,year,rural_population,urban_population,population_male,population_female,created_at,updated_at
1912,65,2018,2059693.0,8823303.0,5416994.0,5348537.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1913,65,2019,1998330.0,8998444.0,5472410.0,5409472.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1914,65,2020,1939482.0,9168876.0,5527482.0,5472181.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1915,66,1990,4588951.0,5629140.0,5239060.0,5210778.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1916,66,1991,4633280.0,5827710.0,5356901.0,5329377.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1917,66,1992,4686298.0,6019369.0,5470462.0,5443760.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1918,66,1993,4737460.0,6213742.0,5579330.0,5553499.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1919,66,1994,4786069.0,6410410.0,5686302.0,5661350.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1920,66,1995,4831842.0,6608741.0,5792883.0,5768799.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1921,66,1996,4874725.0,6808754.0,5899241.0,5875980.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1922,66,1997,4914933.0,7010060.0,6005171.0,5982667.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1923,66,1998,4951762.0,7212123.0,6110733.0,6088961.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1924,66,1999,4984773.0,7413918.0,6216530.0,6195516.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1925,66,2000,5013641.0,7614955.0,6323386.0,6303121.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1926,66,2001,5038399.0,7814356.0,6432559.0,6412962.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1927,66,2002,5082637.0,7989423.0,6544813.0,6525796.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1928,66,2003,5140934.0,8148667.0,6659818.0,6641367.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1929,66,2004,5199348.0,8310299.000000001,6776204.0,6758388.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1930,66,2005,5259140.0,8476093.0,6893501.0,6876511.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1931,66,2006,5320597.0,8646883.0,7012450.0,6996611.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1932,66,2007,5383366.0,8822087.0,7133070.0,7118765.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1933,66,2008,5446778.0,9000784.0,7254593.0,7242204.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1934,66,2009,5509980.0,9181295.0,7376503.0,7366263.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1935,66,2010,5572140.0,9362550.0,7498852.0,7490733.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1936,66,2011,5638262.0,9539093.0,7622056.0,7615672.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1937,66,2012,5707115.0,9712551.0,7744557.0,7739326.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1938,66,2013,5775237.0,9886310.0,7863795.0,7859194.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1939,66,2014,5842585.0,10060527.0,7981215.0,7976779.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1940,66,2015,5909194.0,10235174.0,8100227.0,8095675.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1941,66,2016,5974947.0,10410121.0,8222126.0,8217459.999999999,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1942,66,2017,6039811.0,10585047.0,8350700.000000001,8346245.000000001,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1943,66,2018,6101055.0,10762370.0,8509651.0,8506021.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1944,66,2019,6158510.0,10941934.0,8672767.0,8670974.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1945,66,2020,6212001.0,11123641.0,8790148.0,8798448.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1946,67,1990,32450634.0,24961581.0,28850560.0,28364070.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1947,67,1991,33286280.0,25466110.0,29568592.0,29042440.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1948,67,1992,34093157.0,25942379.0,30275771.0,29713371.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1949,67,1993,34878644.0,26396957.0,30993632.0,30388568.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1950,67,1994,35656107.0,26839638.0,31712644.0,31063203.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1951,67,1995,36435885.0,27278501.0,32428106.0,31738802.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1952,67,1996,37219192.0,27714264.0,33146887.000000004,32418308.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1953,67,1997,37932213.0,28218904.0,33882957.0,33110772.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1954,67,1998,38604731.0,28773325.0,34631866.0,33814145.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1955,67,1999,39288516.0,29338148.0,35385649.0,34522238.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1956,67,2000,39988667.0,29917321.0,36137296.0,35234075.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1957,67,2001,40711513.0,30515427.0,36896146.0,35958115.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1958,67,2002,41457204.0,31132914.0,37686851.0,36706908.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1959,67,2003,42217976.0,31763966.0,38492094.0,37471228.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1960,67,2004,42982044.0,32399855.0,39286378.0,38236048.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1961,67,2005,43742795.0,33035354.0,40071848.0,39003462.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1962,67,2006,44493461.0,33665587.0,40852875.0,39776795.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1963,67,2007,45274468.0,34262785.0,41650626.0,40568130.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1964,67,2008,46096587.0,34857294.0,42466097.0,41378685.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1965,67,2009,46973046.0,35491976.0,43295925.0,42205138.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1966,67,2010,47925009.0,36182597.0,44175744.0,43076670.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1967,67,2011,48961610.0,36935951.0,45169115.0,44030939.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1968,67,2012,50100764.0,37712493.0,46209495.0,45030881.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1969,67,2013,51286648.0,38520785.0,47285316.0,46092575.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1970,67,2014,52480985.0,39331581.0,48398933.0,47193391.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1971,67,2015,53654843.0,40123329.0,49472593.0,48251205.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1972,67,2016,54799311.0,40889370.0,50509730.0,49274300.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1973,67,2017,55893406.0,41659745.0,51515521.0,50273865.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1974,67,2018,56938212.0,42437529.0,52490759.0,51250007.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1975,67,2019,57939247.0,43229498.0,53429404.0,52189268.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1976,67,2020,58900432.0,44041052.0,54357401.0,53107732.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1977,68,1990,2665664.0,2589320.0,2604746.0,2762433.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1978,68,1991,2674308.0,2652349.0,2649076.0,2811994.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1979,68,1992,2683160.0,2717171.0,2692416.0,2859789.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1980,68,1993,2659423.0,2814577.0,2728859.0,2902128.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1981,68,1994,2622523.0,2922422.0,2756166.0,2936872.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1982,68,1995,2581801.0,3029314.0,2780097.0,2968099.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1983,68,1996,2537182.0,3134743.0,2801044.0,2996095.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1984,68,1997,2489440.0,3238315.0,2820521.0,3022117.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1985,68,1998,2438614.0,3340092.0,2838747.0,3046336.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1986,68,1999,2425799.0,3399388.0,2855297.0,3068555.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1987,68,2000,2410885.0,3456741.0,2869807.0,3088675.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1988,68,2001,2394061.0,3511901.0,2881789.0,3106305.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1989,68,2002,2375312.0,3564991.0,2890463.0,3120812.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1990,68,2003,2355110.0,3616425.0,2895077.0,3131771.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1991,68,2004,2333904.0,3666871.0,2896010.0,3139645.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1992,68,2005,2312232.0,3716729.0,2893341.0,3144476.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1993,68,2006,2290130.0,3766348.0,2887716.0,3146720.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1994,68,2007,2264614.0,3818861.0,2890138.0,3153993.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1995,68,2008,2219385.0,3890916.0,2901244.0,3166854.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1996,68,2009,2174461.0,3962815.0,2911996.0,3179191.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1997,47,2010,0.0,33189.0,15598.0,15664.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1998,68,2010,2129728.0,4034898.0,2922675.0,3191359.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
1999,68,2011,2085360.0,4107200.0,2933557.0,3203792.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2000,68,2012,2041361.0,4179885.0,2944707.0,3216582.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2001,68,2013,1997999.0,4252778.0,2955948.0,3229694.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2002,68,2014,1955077.0,4326112.0,2966755.0,3242771.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2003,68,2015,1912681.0,4399797.0,2976076.0,3254990.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2004,68,2016,1871635.0,4473087.0,2983896.0,3266614.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2005,68,2017,1832049.0,4545804.0,2989691.0,3276963.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2006,68,2018,1793751.0,4617807.0,2992279.0,3284064.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2007,68,2019,1756617.0,4688788.0,2992539.0,3287678.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2008,68,2020,1720558.0,4758508.0,2997430.0,3295300.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2009,69,1990,278540.0,148306.0,229490.0,236059.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2010,69,1991,283109.0,157515.0,238284.0,244858.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2011,69,1992,287810.0,167338.0,247373.0,253962.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2012,69,1993,292756.0,177854.0,256817.0,263419.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2013,69,1994,297977.0,189163.0,267057.0,272935.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2014,69,1995,300427.0,204444.0,278197.0,282544.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2015,69,1996,302941.0,221058.0,289966.0,292606.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2016,69,1997,305579.0,239057.0,302418.0,303152.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2017,69,1998,308179.0,258494.00000000003,315548.0,314187.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2018,69,1999,310603.0,279335.0,329318.0,325711.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2019,69,2000,312737.0,301586.0,345748.0,339229.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2020,69,2001,314556.0,325206.0,364688.0,354582.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2021,69,2002,316058.0,350349.0,383968.0,370147.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2022,69,2003,317389.0,377222.0,403668.0,386013.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2023,69,2004,318680.0,406137.0,423972.0,402383.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2024,69,2005,320042.0,437275.0,445146.0,419580.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2025,69,2006,321395.0,470822.0,467474.0,437943.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2026,69,2007,322609.0,506718.0,491133.0,457682.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2027,69,2008,323525.0,544893.0,516140.0,478831.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2028,69,2009,324029.0,585082.0,542409.0,501277.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2029,69,2010,323947.0,627157.0,569731.0,524794.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2030,69,2011,323268.0,671022.0,597134.0,547455.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2031,69,2012,321964.0,716629.0,624500.0,569135.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2032,69,2013,330070.0,753676.0,652487.0,591454.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2033,69,2014,337895.0,791529.0,680902.0,614281.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2034,69,2015,345376.0,830013.0,709490.0,637482.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2035,69,2016,352550.0,868940.0,738048.0,660879.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2036,69,2017,359435.0,908254.0,766354.0,684340.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2037,69,2018,366013.0,947881.0,794308.0,707784.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2038,69,2019,372296.0,987808.0,821881.0,731149.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2039,69,2020,378290.0,1027990.0,844153.0,751896.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2040,70,1993,2447795.0,651252.0,971841.0,1009578.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2041,70,1994,2414204.0,671239.0,1002615.0,1039886.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2042,70,1995,2394438.0,695721.0,1060244.0,1096976.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2043,70,1996,2390485.0,725894.0,1113928.0,1150146.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2044,70,1997,2399845.0,761505.0,1127830.0,1163731.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2045,70,1998,2421309.0,802914.0,1141498.0,1181255.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2046,70,1999,2452414.0,849849.0,1153127.0,1203350.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2047,70,2000,2490747.0,902054.0,1168024.0,1224856.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2048,70,2001,2537002.0,960122.0,1202597.0,1259330.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2049,70,2002,2590231.0,1024408.0,1245585.0,1301839.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2050,70,2003,2645064.0,1093201.0,1298813.0,1354578.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2051,70,2004,2694690.0,1163933.0,1353934.0,1409206.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2052,70,2005,2734684.0,1234323.0,1388443.0,1443290.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2053,70,2006,2763263.0,1303385.0,1412834.0,1467258.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2054,70,2007,2782012.0,1371320.0,1436133.0,1490034.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2055,70,2008,2793540.0,1439096.0,1476246.0,1529533.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2056,70,2009,2819613.0,1490721.0,1515585.0,1568303.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2057,70,2010,2846355.0,1544485.0,1547741.0,1599986.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2058,70,2011,2874045.0,1600645.0,1577851.0,1629719.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2059,70,2012,2902040.0,1658937.0,1600542.0,1652054.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2060,70,2013,2931111.0,1719887.0,1622649.0,1673718.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2061,70,2014,2961994.0,1784051.0,1636349.0,1687076.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2062,70,2015,2995125.0,1851851.0,1644779.0,1695227.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2063,70,2016,3030917.0,1923728.0,1657572.0,1707716.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2064,70,2017,3069110.0,1999721.0,1673563.0,1723370.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2065,70,2018,3108634.0,2079314.0,1697963.0,1747412.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2066,70,2019,3148013.0,2161646.0,1724860.0,1773958.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2067,70,2020,3186178.0,2246038.0,1753513.0,1802355.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2068,71,1992,443162.0,1077648.0,720037.0,820345.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2069,71,1993,436384.0,1051675.0,701701.0,802735.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2070,71,1994,430025.0,1027068.0,687706.0,788021.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2071,71,1995,425609.0,1007415.0,676410.0,776365.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2072,71,1996,423740.0,993996.0,667549.0,767120.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2073,71,1997,423989.0,985685.0,661395.0,760095.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2074,71,1998,425655.0,980695.0,656881.0,754265.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2075,71,1999,427550.0,976239.0,653843.0,749655.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2076,71,2000,428571.0,970541.0,651072.0,745805.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2077,71,2001,428064.0,963665.0,646666.0,741328.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2078,71,2002,427045.0,955687.0,642109.0,737131.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2079,71,2003,425752.0,947157.0,637713.0,732947.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2080,71,2004,424589.0,938976.0,633588.0,728892.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2081,71,2005,423848.0,931800.0,629809.0,724852.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2082,71,2006,423584.0,925713.0,626080.0,720630.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2083,71,2007,423663.0,920409.0,623141.0,717433.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2084,71,2008,424008.0,915704.0,621673.0,715338.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2085,71,2009,424493.0,911337.0,621071.0,713481.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2086,71,2010,425023.0,907079.0,620267.0,711268.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2087,71,2011,425571.0,902878.0,618912.0,708518.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2088,71,2012,424323.0,900611.0,617151.0,705531.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2089,71,2013,421292.0,900268.0,615536.0,702446.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2090,71,2014,418329.0,900030.0,614636.0,699890.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2091,71,2015,415431.0,899890.0,615550.0,699106.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2092,71,2016,412594.0,899848.0,617150.0,698775.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2093,71,2017,409687.0,899945.0,619348.0,698200.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2094,71,2018,406671.0,900117.0,623400.0,698747.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2095,71,2019,403516.0,900282.0,627494.0,699545.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2096,71,2020,400194.0,900365.0,629841.0,699604.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2097,72,1990,687362.0,174011.0,411659.0,442351.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2098,72,1991,703127.0,182496.0,429608.0,460103.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2099,72,1992,715603.0,190431.0,447397.0,477769.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2100,72,1993,725965.0,198060.0,461560.0,491892.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2101,72,1994,735927.0,205847.0,461697.0,492041.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2102,72,1995,746667.0,214125.0,461563.0,492010.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2103,72,1996,758690.0,223074.0,471488.0,502099.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2104,72,1997,772258.0,231737.0,478870.0,511863.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2105,72,1998,790548.0,235461.0,484700.0,520458.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2106,72,1999,807043.0,238586.0,490870.0,527500.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2107,72,2000,820663.0,240805.0,496570.0,533927.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2108,72,2001,830923.0,242004.0,501668.0,539728.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2109,72,2002,838528.0,242402.0,505974.0,544835.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2110,72,2003,844950.0,242442.0,509632.0,549165.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2111,72,2004,852319.0,242734.0,512898.0,552866.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2112,72,2005,862160.0,243713.0,515804.0,556082.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2113,72,2006,875009.0,245505.0,518532.00000000006,559202.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2114,72,2007,889921.0,248513.0,521420.0,562588.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2115,72,2008,903417.0,255480.0,525058.0,564813.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2116,72,2009,917837.0,262838.0,529313.0,565573.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2117,72,2010,932443.0,270400.0,533566.0,566355.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2118,72,2011,947124.0,278134.0,537868.0,567504.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2119,72,2012,962964.0,285194.0,542408.0,569036.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2120,72,2013,979039.0,292417.0,547273.0,571047.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2121,72,2014,995295.0,299802.0,552371.0,573494.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2122,72,2015,1011681.0,307330.0,557649.0,576287.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2123,72,2016,1028023.0,315075.0,563119.0,579405.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2124,72,2017,1044238.0,323016.0,568650.0,582740.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2125,72,2018,1060246.0,331139.0,574204.0,586223.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2126,72,2019,1075980.0,339434.0,579801.0,589812.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2127,72,2020,1091400.0,347895.0,585916.0,594739.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2128,73,1993,46375843.0,7157113.0,26854459.0,26937213.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2129,73,1994,47877390.0,7553733.0,27785476.0,27834734.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2130,73,1995,49385397.0,7924483.0,28728074.0,28748462.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2131,73,1996,50869776.0,8285371.999999999,29679084.0,29668565.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2132,73,1997,52326119.0,8650331.0,30643051.0,30590429.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2133,73,1998,53771445.0,9022706.0,31616973.0,31519520.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
2134,73,1999,55232981.0,9407073.0,32605500.0,32472079.0,2025-10-17 04:40:53.557548,2025-10-17 04:40:53.557548
